AveragePrice,С2,С3,type,year,region,С1,Total Volume,Date
3.8,292562,6066.33,диетическое,2023,Республика Коми,548774,1.31635e+06,2023-01-14 00:00:00
3.2,171365,3656.03,диетическое,2023,Республика Коми,658829,1.39062e+06,2023-01-07 00:00:00
4.2,53103.1,7008.97,диетическое,2023,Архангельская область,53795.5,228837,2023-03-25 00:00:00
4.04,34392.9,8471.15,диетическое,2023,Архангельская область,51782,209169,2023-03-18 00:00:00
4.0,46098.4,6226.22,диетическое,2023,Архангельская область,56419.4,227996,2023-03-11 00:00:00
4.36,35083.4,5581.83,диетическое,2023,Архангельская область,52161.5,207466,2023-03-04 00:00:00
4.24,50954.9,6621.44,диетическое,2023,Архангельская область,37683.1,196615,2023-02-25 00:00:00
3.64,27782.7,4155.93,диетическое,2023,Архангельская область,48716.4,186524,2023-02-18 00:00:00
3.24,52397.4,5258.07,диетическое,2023,Архангельская область,86439.9,258008,2023-02-11 00:00:00
3.16,110035,12010.7,диетическое,2023,Архангельская область,90305.7,335442,2023-02-04 00:00:00
3.68,83870.5,8592.12,диетическое,2023,Архангельская область,64276.6,265600,2023-01-28 00:00:00
4.12,66055.9,11433.9,диетическое,2023,Архангельская область,62385.1,233732,2023-01-21 00:00:00
4.8,39886.2,14213.4,диетическое,2023,Архангельская область,42103.6,188231,2023-01-14 00:00:00
3.8,52880.3,15323.5,диетическое,2023,Архангельская область,77536.5,241296,2023-01-07 00:00:00
5.2,9226.39,569.02,диетическое,2023,Вологодская область,97376.7,183489,2023-03-25 00:00:00
4.48,13198.7,449.65,диетическое,2023,Вологодская область,125895,234236,2023-03-18 00:00:00
4.64,12557.6,439.09,диетическое,2023,Вологодская область,126052,227714,2023-03-11 00:00:00
4.48,12471.8,516.79,диетическое,2023,Вологодская область,129813,229905,2023-03-04 00:00:00
5.08,11763.7,428.58,диетическое,2023,Вологодская область,103083,194729,2023-02-25 00:00:00
5.24,10572,409.49,диетическое,2023,Вологодская область,103478,185004,2023-02-18 00:00:00
3.96,14760,521.63,диетическое,2023,Вологодская область,134246,234557,2023-02-11 00:00:00
3.84,24133.7,480.95,диетическое,2023,Вологодская область,206007,365637,2023-02-04 00:00:00
5.32,11072.2,397.94,диетическое,2023,Вологодская область,103226,188557,2023-01-28 00:00:00
4.56,14033.8,444.84,диетическое,2023,Вологодская область,137389,231285,2023-01-21 00:00:00
5.64,11039.8,332.17,диетическое,2023,Вологодская область,105265,182390,2023-01-14 00:00:00
4.8,13934,395.16,диетическое,2023,Вологодская область,116009,197919,2023-01-07 00:00:00
4.04,122475,6496.13,диетическое,2023,Калининградская область,76054.7,382746,2023-03-25 00:00:00
4.68,92588.9,7007.47,диетическое,2023,Калининградская область,76056.4,311526,2023-03-18 00:00:00
4.72,91407.2,8059.72,диетическое,2023,Калининградская область,61233.6,298806,2023-03-11 00:00:00
4.2,107505,6520.79,диетическое,2023,Калининградская область,83041.3,371269,2023-03-04 00:00:00
4.2,109855,6642.99,диетическое,2023,Калининградская область,76253.4,352534,2023-02-25 00:00:00
4.52,107434,6230.52,диетическое,2023,Калининградская область,60956.8,325043,2023-02-18 00:00:00
3.6,145487,5018.6,диетическое,2023,Калининградская область,89138.4,433810,2023-02-11 00:00:00
3.52,212175,6000.36,диетическое,2023,Калининградская область,80028,512983,2023-02-04 00:00:00
4.16,110000,5322.27,диетическое,2023,Калининградская область,70883,348153,2023-01-28 00:00:00
4.2,100814,6256.28,диетическое,2023,Калининградская область,78984.3,364155,2023-01-21 00:00:00
4.64,96281,7841.07,диетическое,2023,Калининградская область,79986.2,322932,2023-01-14 00:00:00
4.2,113033,7515.77,диетическое,2023,Калининградская область,78921.4,345809,2023-01-07 00:00:00
4.08,439941,63511.3,диетическое,2023,Ленинградская область,1.00797e+06,2.84354e+06,2023-03-25 00:00:00
3.64,700177,62395.3,диетическое,2023,Ленинградская область,1.11687e+06,3.39526e+06,2023-03-18 00:00:00
4.12,373411,72380.1,диетическое,2023,Ленинградская область,1.15266e+06,3.05903e+06,2023-03-11 00:00:00
4.4,371412,77532,диетическое,2023,Ленинградская область,985768,2.6671e+06,2023-03-04 00:00:00
4.0,462948,74821.6,диетическое,2023,Ленинградская область,1.19184e+06,3.02996e+06,2023-02-25 00:00:00
4.32,357521,74811.9,диетическое,2023,Ленинградская область,1.1484e+06,2.74972e+06,2023-02-18 00:00:00
3.4,412653,79663,диетическое,2023,Ленинградская область,1.49723e+06,3.32388e+06,2023-02-11 00:00:00
2.92,965717,93806.6,диетическое,2023,Ленинградская область,2.5325e+06,5.07058e+06,2023-02-04 00:00:00
4.32,707838,81296.6,диетическое,2023,Ленинградская область,1.13419e+06,2.89372e+06,2023-01-28 00:00:00
4.6,364552,82843.9,диетическое,2023,Ленинградская область,1.23041e+06,2.65302e+06,2023-01-21 00:00:00
5.12,403918,101443,диетическое,2023,Ленинградская область,1.10437e+06,2.40916e+06,2023-01-14 00:00:00
4.16,354221,91230.7,диетическое,2023,Ленинградская область,1.2751e+06,2.72586e+06,2023-01-07 00:00:00
4.16,24342.6,306.07,диетическое,2023,Мурманская область,31512.5,126662,2023-03-25 00:00:00
4.08,23976.2,204.7,диетическое,2023,Мурманская область,32100.5,126213,2023-03-18 00:00:00
4.32,26637,263.3,диетическое,2023,Мурманская область,26859.4,117109,2023-03-11 00:00:00
4.6,23137.8,219.31,диетическое,2023,Мурманская область,22840.6,97173.7,2023-03-04 00:00:00
4.52,25327.7,351.69,диетическое,2023,Мурманская область,18466.5,99580.4,2023-02-25 00:00:00
4.24,21287.4,197.27,диетическое,2023,Мурманская область,21211.5,101522,2023-02-18 00:00:00
3.48,30308,307.16,диетическое,2023,Мурманская область,37508.9,130567,2023-02-11 00:00:00
3.36,52978,805.93,диетическое,2023,Мурманская область,37164.2,169829,2023-02-04 00:00:00
4.72,34513.1,262.76,диетическое,2023,Мурманская область,9754.12,96546.6,2023-01-28 00:00:00
4.28,48370.3,699.18,диетическое,2023,Мурманская область,9137.72,119167,2023-01-21 00:00:00
4.6,44061.7,168.9,диетическое,2023,Мурманская область,12826.4,121813,2023-01-14 00:00:00
4.0,37772.4,170.77,диетическое,2023,Мурманская область,29241.6,118959,2023-01-07 00:00:00
5.48,53924,2049.21,диетическое,2023,Новгородская область,474643,698961,2023-03-25 00:00:00
4.68,70118.8,2101.12,диетическое,2023,Новгородская область,575923,828838,2023-03-18 00:00:00
4.76,74717.8,2009.9,диетическое,2023,Новгородская область,603092,888615,2023-03-11 00:00:00
4.56,77645.9,1780.45,диетическое,2023,Новгородская область,639496,881388,2023-03-04 00:00:00
5.44,51048.1,1505.14,диетическое,2023,Новгородская область,420402,647234,2023-02-25 00:00:00
5.36,52028.4,2264.07,диетическое,2023,Новгородская область,451052,669345,2023-02-18 00:00:00
4.0,76468.7,2153.49,диетическое,2023,Новгородская область,580099,856022,2023-02-11 00:00:00
3.92,118496,2277.74,диетическое,2023,Новгородская область,897436,1.31067e+06,2023-02-04 00:00:00
5.6,54463.8,2465.91,диетическое,2023,Новгородская область,440406,661212,2023-01-28 00:00:00
4.76,79364.1,1920.89,диетическое,2023,Новгородская область,592863,825836,2023-01-21 00:00:00
5.84,53783.6,2713.93,диетическое,2023,Новгородская область,416706,617912,2023-01-14 00:00:00
4.88,68558.7,1946.21,диетическое,2023,Новгородская область,513399,746903,2023-01-07 00:00:00
4.56,1.34707e+06,25014.3,диетическое,2023,Псковская область,967165,3.91108e+06,2023-03-25 00:00:00
4.12,1.30568e+06,24248,диетическое,2023,Псковская область,977322,4.55889e+06,2023-03-18 00:00:00
4.6,1.29121e+06,26832.4,диетическое,2023,Псковская область,1.00359e+06,3.87414e+06,2023-03-11 00:00:00
4.8,1.3204e+06,27046.9,диетическое,2023,Псковская область,823140,3.55425e+06,2023-03-04 00:00:00
4.96,1.21985e+06,25950.6,диетическое,2023,Псковская область,786103,3.34977e+06,2023-02-25 00:00:00
5.0,1.15014e+06,24776.6,диетическое,2023,Псковская область,709219,3.13533e+06,2023-02-18 00:00:00
4.4,1.26629e+06,24733.6,диетическое,2023,Псковская область,1.00033e+06,3.80351e+06,2023-02-11 00:00:00
3.84,1.69796e+06,30102.4,диетическое,2023,Псковская область,1.25911e+06,5.28641e+06,2023-02-04 00:00:00
4.76,1.64393e+06,24013.6,диетическое,2023,Псковская область,778524,3.64736e+06,2023-01-28 00:00:00
4.52,1.52859e+06,23691.2,диетическое,2023,Псковская область,834677,4.02255e+06,2023-01-21 00:00:00
5.12,1.43575e+06,27610.8,диетическое,2023,Псковская область,793349,3.53724e+06,2023-01-14 00:00:00
4.8,1.22423e+06,24958.1,диетическое,2023,Псковская область,998436,3.43763e+06,2023-01-07 00:00:00
3.8,10713.8,334.61,диетическое,2023,Республика Адыгея,125789,306281,2023-03-25 00:00:00
3.56,11914,387.61,диетическое,2023,Республика Адыгея,141265,316201,2023-03-18 00:00:00
3.76,11461.1,366.73,диетическое,2023,Республика Адыгея,136421,304701,2023-03-11 00:00:00
4.12,10736.4,403.16,диетическое,2023,Республика Адыгея,117404,243868,2023-03-04 00:00:00
4.32,10432,350.86,диетическое,2023,Республика Адыгея,105794,230230,2023-02-25 00:00:00
4.2,9241.74,323.04,диетическое,2023,Республика Адыгея,96890,230084,2023-02-18 00:00:00
3.2,10869.5,363.33,диетическое,2023,Республика Адыгея,149429,303828,2023-02-11 00:00:00
3.2,15471.7,466.2,диетическое,2023,Республика Адыгея,186690,391780,2023-02-04 00:00:00
4.32,11727.1,500.49,диетическое,2023,Республика Адыгея,103526,221274,2023-01-28 00:00:00
4.0,20388.2,309.67,диетическое,2023,Республика Адыгея,118667,273474,2023-01-21 00:00:00
4.16,22212.8,355.01,диетическое,2023,Республика Адыгея,131982,291321,2023-01-14 00:00:00
3.4,10026.1,409.67,диетическое,2023,Республика Адыгея,167629,303963,2023-01-07 00:00:00
4.16,20076,2425.1,диетическое,2023,Республика Дагестан,171336,305106,2023-03-25 00:00:00
4.08,19002.7,2515,диетическое,2023,Республика Дагестан,181011,316970,2023-03-18 00:00:00
4.2,22478.1,2158,диетическое,2023,Республика Дагестан,177320,316463,2023-03-11 00:00:00
4.12,24646.7,2564,диетическое,2023,Республика Дагестан,190521,332379,2023-03-04 00:00:00
3.92,38254.7,2432,диетическое,2023,Республика Дагестан,221362,373167,2023-02-25 00:00:00
4.08,24837.1,1962,диетическое,2023,Республика Дагестан,173296,306966,2023-02-18 00:00:00
3.88,18425.8,1971,диетическое,2023,Республика Дагестан,174272,289528,2023-02-11 00:00:00
3.04,40674.5,2373.28,диетическое,2023,Республика Дагестан,352426,521184,2023-02-04 00:00:00
4.32,21726.2,2409.57,диетическое,2023,Республика Дагестан,198062,314915,2023-01-28 00:00:00
4.16,23240.4,2212.37,диетическое,2023,Республика Дагестан,192633,310587,2023-01-21 00:00:00
4.6,22912.2,2542,диетическое,2023,Республика Дагестан,170098,290572,2023-01-14 00:00:00
4.6,30856.2,2514.49,диетическое,2023,Республика Дагестан,183344,295941,2023-01-07 00:00:00
5.36,908654,843.45,диетическое,2023,Республика Ингушетия,63906,1.77478e+06,2023-03-25 00:00:00
5.72,911098,612.78,диетическое,2023,Республика Ингушетия,73760.5,1.56486e+06,2023-03-18 00:00:00
5.4,883442,828.96,диетическое,2023,Республика Ингушетия,64008.1,1.75505e+06,2023-03-11 00:00:00
4.92,1.32458e+06,754.74,диетическое,2023,Республика Ингушетия,62328.7,1.9315e+06,2023-03-04 00:00:00
5.2,841320,852.11,диетическое,2023,Республика Ингушетия,76602.5,1.61533e+06,2023-02-25 00:00:00
4.96,909951,885.94,диетическое,2023,Республика Ингушетия,87283.9,1.41369e+06,2023-02-18 00:00:00
5.08,1.31901e+06,1222.29,диетическое,2023,Республика Ингушетия,169218,2.05139e+06,2023-02-11 00:00:00
5.12,2.25097e+06,3253.28,диетическое,2023,Республика Ингушетия,96084.6,2.95954e+06,2023-02-04 00:00:00
4.8,1.50106e+06,745.5,диетическое,2023,Республика Ингушетия,82652.8,2.27873e+06,2023-01-28 00:00:00
5.08,1.64253e+06,1165.1,диетическое,2023,Республика Ингушетия,46444.4,2.13524e+06,2023-01-21 00:00:00
6.68,818052,1338.06,диетическое,2023,Республика Ингушетия,39681.8,1.29415e+06,2023-01-14 00:00:00
6.68,866953,573.69,диетическое,2023,Республика Ингушетия,39884.1,1.28748e+06,2023-01-07 00:00:00
5.4,2.94079e+06,6733.38,диетическое,2023,Кабардино-Балкарская Республика,443927,5.13464e+06,2023-03-25 00:00:00
5.36,2.64687e+06,7610.65,диетическое,2023,Кабардино-Балкарская Республика,453732,4.62113e+06,2023-03-18 00:00:00
5.08,3.06643e+06,6214.63,диетическое,2023,Кабардино-Балкарская Республика,412622,5.21414e+06,2023-03-11 00:00:00
4.88,3.54263e+06,6184.77,диетическое,2023,Кабардино-Балкарская Республика,364721,5.31855e+06,2023-03-04 00:00:00
5.2,2.45941e+06,7486.34,диетическое,2023,Кабардино-Балкарская Республика,413431,4.52539e+06,2023-02-25 00:00:00
5.24,2.53931e+06,6573.57,диетическое,2023,Кабардино-Балкарская Республика,371847,4.11273e+06,2023-02-18 00:00:00
4.96,3.78215e+06,14275.9,диетическое,2023,Кабардино-Балкарская Республика,565852,5.69414e+06,2023-02-11 00:00:00
4.88,5.40244e+06,14403.4,диетическое,2023,Кабардино-Балкарская Республика,480604,7.50865e+06,2023-02-04 00:00:00
4.92,3.73029e+06,8112.22,диетическое,2023,Кабардино-Балкарская Республика,418911,5.68096e+06,2023-01-28 00:00:00
5.0,4.44769e+06,16607.8,диетическое,2023,Кабардино-Балкарская Республика,441673,6.13775e+06,2023-01-21 00:00:00
5.96,2.55851e+06,8555.47,диетическое,2023,Кабардино-Балкарская Республика,282971,4.07341e+06,2023-01-14 00:00:00
5.72,2.86899e+06,12579.5,диетическое,2023,Кабардино-Балкарская Республика,241292,4.23e+06,2023-01-07 00:00:00
5.84,365913,1529.8,диетическое,2023,Республика Калмыкия,43595.1,483125,2023-03-25 00:00:00
5.6,315350,1354.16,диетическое,2023,Республика Калмыкия,45178.1,428029,2023-03-18 00:00:00
4.32,662867,1245.98,диетическое,2023,Республика Калмыкия,50349.6,765746,2023-03-11 00:00:00
5.4,343497,1176.07,диетическое,2023,Республика Калмыкия,34173.6,458200,2023-03-04 00:00:00
5.52,293597,1398.78,диетическое,2023,Республика Калмыкия,22334.6,399309,2023-02-25 00:00:00
5.4,297490,1168.92,диетическое,2023,Республика Калмыкия,16084.5,395298,2023-02-18 00:00:00
4.44,512850,3564.09,диетическое,2023,Республика Калмыкия,19640,617476,2023-02-11 00:00:00
4.24,754097,2247.4,диетическое,2023,Республика Калмыкия,22674.3,847261,2023-02-04 00:00:00
5.76,360983,1920.26,диетическое,2023,Республика Калмыкия,11731.7,441977,2023-01-28 00:00:00
5.32,492833,3776,диетическое,2023,Республика Калмыкия,11506.3,577116,2023-01-21 00:00:00
5.68,322712,2011.52,диетическое,2023,Республика Калмыкия,11067,419377,2023-01-14 00:00:00
4.68,394542,4357.02,диетическое,2023,Республика Калмыкия,10284.5,502851,2023-01-07 00:00:00
5.28,25971,1426.07,диетическое,2023,Карачаево-Черкесская Республика,258218,429132,2023-03-25 00:00:00
4.44,32206.3,1543.14,диетическое,2023,Карачаево-Черкесская Республика,333194,508979,2023-03-18 00:00:00
4.52,33092,1477.79,диетическое,2023,Карачаево-Черкесская Республика,333910,529201,2023-03-11 00:00:00
4.52,35297.1,1526.93,диетическое,2023,Карачаево-Черкесская Республика,331887,533701,2023-03-04 00:00:00
5.2,26833.7,1404.42,диетическое,2023,Карачаево-Черкесская Республика,255778,416950,2023-02-25 00:00:00
5.24,23807.5,1357.35,диетическое,2023,Карачаево-Черкесская Республика,246435,396568,2023-02-18 00:00:00
4.0,36818.1,1200.04,диетическое,2023,Карачаево-Черкесская Республика,346563,516405,2023-02-11 00:00:00
3.96,60713,1345,диетическое,2023,Карачаево-Черкесская Республика,511954,759532,2023-02-04 00:00:00
5.4,28265.1,1290.4,диетическое,2023,Карачаево-Черкесская Республика,262391,414781,2023-01-28 00:00:00
4.64,36478.1,1521.7,диетическое,2023,Карачаево-Черкесская Республика,312991,482905,2023-01-21 00:00:00
5.6,26672.3,1199.66,диетическое,2023,Карачаево-Черкесская Республика,258151,387588,2023-01-14 00:00:00
4.76,34311.3,997.66,диетическое,2023,Карачаево-Черкесская Республика,288886,430766,2023-01-07 00:00:00
5.24,252220,248.04,диетическое,2023,Республика Северная Осетия - Алания,43421.1,503278,2023-03-25 00:00:00
5.32,241775,334.21,диетическое,2023,Республика Северная Осетия - Алания,44696.4,471176,2023-03-18 00:00:00
5.28,237689,297.86,диетическое,2023,Республика Северная Осетия - Алания,45869.8,486492,2023-03-11 00:00:00
5.44,231605,335.17,диетическое,2023,Республика Северная Осетия - Алания,37703,443651,2023-03-04 00:00:00
5.04,235448,314.32,диетическое,2023,Республика Северная Осетия - Алания,55979.7,490292,2023-02-25 00:00:00
4.96,233345,236.22,диетическое,2023,Республика Северная Осетия - Алания,67616.5,443313,2023-02-18 00:00:00
4.08,320846,213.8,диетическое,2023,Республика Северная Осетия - Алания,130163,611269,2023-02-11 00:00:00
4.48,467928,645.87,диетическое,2023,Республика Северная Осетия - Алания,62044.2,819224,2023-02-04 00:00:00
4.92,256525,390.07,диетическое,2023,Республика Северная Осетия - Алания,90381.5,537884,2023-01-28 00:00:00
5.28,303263,383.99,диетическое,2023,Республика Северная Осетия - Алания,69862.9,527860,2023-01-21 00:00:00
6.0,232190,443.69,диетическое,2023,Республика Северная Осетия - Алания,36351.3,419189,2023-01-14 00:00:00
6.24,239186,407.29,диетическое,2023,Республика Северная Осетия - Алания,22384.9,408203,2023-01-07 00:00:00
2.36,296969,14887,диетическое,2023,Чеченская Республика,932957,1.68454e+06,2023-03-25 00:00:00
2.84,243425,14272.4,диетическое,2023,Чеченская Республика,626646,1.29919e+06,2023-03-18 00:00:00
2.32,269078,14057.2,диетическое,2023,Чеченская Республика,941189,1.61955e+06,2023-03-11 00:00:00
2.44,268082,12934.9,диетическое,2023,Чеченская Республика,962968,1.6729e+06,2023-03-04 00:00:00
2.88,216588,13517.5,диетическое,2023,Чеченская Республика,621384,1.22425e+06,2023-02-25 00:00:00
2.36,242109,12876.8,диетическое,2023,Чеченская Республика,923293,1.54498e+06,2023-02-18 00:00:00
2.56,256987,12607.4,диетическое,2023,Чеченская Республика,793896,1.49071e+06,2023-02-11 00:00:00
2.36,511202,13917.1,диетическое,2023,Чеченская Республика,1.02902e+06,1.99826e+06,2023-02-04 00:00:00
2.72,288509,12312.1,диетическое,2023,Чеченская Республика,902410,1.59214e+06,2023-01-28 00:00:00
3.12,246704,13332.3,диетическое,2023,Чеченская Республика,613601,1.31533e+06,2023-01-21 00:00:00
3.24,284087,15249.8,диетическое,2023,Чеченская Республика,628592,1.35491e+06,2023-01-14 00:00:00
3.56,222151,14761.1,диетическое,2023,Чеченская Республика,470698,1.02531e+06,2023-01-07 00:00:00
5.12,13225.4,1385.77,диетическое,2023,Краснодарский край,44126.2,132098,2023-03-25 00:00:00
3.92,22422.6,2599.53,диетическое,2023,Краснодарский край,73389.9,198247,2023-03-18 00:00:00
4.92,15527.2,1089.04,диетическое,2023,Краснодарский край,40798.1,134625,2023-03-11 00:00:00
4.92,14351.6,954.03,диетическое,2023,Краснодарский край,35950.3,120613,2023-03-04 00:00:00
3.92,21907.5,2122.3,диетическое,2023,Краснодарский край,67240.4,184227,2023-02-25 00:00:00
4.84,18278.9,1037.34,диетическое,2023,Краснодарский край,32928.2,121003,2023-02-18 00:00:00
4.88,21090.2,1094.97,диетическое,2023,Краснодарский край,33543.3,116882,2023-02-11 00:00:00
3.92,30466.2,2684.22,диетическое,2023,Краснодарский край,78189.9,202604,2023-02-04 00:00:00
4.92,19312.9,1415.85,диетическое,2023,Краснодарский край,37562.7,119606,2023-01-28 00:00:00
4.04,32323.3,2721.64,диетическое,2023,Краснодарский край,83017.2,183347,2023-01-21 00:00:00
5.2,22648.5,1560.23,диетическое,2023,Краснодарский край,40292.7,117484,2023-01-14 00:00:00
5.2,24117.6,1241.27,диетическое,2023,Краснодарский край,40579.4,110930,2023-01-07 00:00:00
4.32,765739,8214.57,диетическое,2023,Ставропольский край,870297,2.29861e+06,2023-03-25 00:00:00
4.24,630350,9313.26,диетическое,2023,Ставропольский край,948200,2.34653e+06,2023-03-18 00:00:00
4.6,512519,7989.48,диетическое,2023,Ставропольский край,917963,2.15211e+06,2023-03-11 00:00:00
4.6,501748,8144.54,диетическое,2023,Ставропольский край,888109,2.09235e+06,2023-03-04 00:00:00
4.52,527659,9044.15,диетическое,2023,Ставропольский край,879721,2.11588e+06,2023-02-25 00:00:00
4.8,506015,6634.13,диетическое,2023,Ставропольский край,772200,1.80703e+06,2023-02-18 00:00:00
4.24,540049,6998.12,диетическое,2023,Ставропольский край,957709,2.199e+06,2023-02-11 00:00:00
3.64,827999,9830.1,диетическое,2023,Ставропольский край,1.6091e+06,3.31649e+06,2023-02-04 00:00:00
3.96,515699,6371.3,диетическое,2023,Ставропольский край,1.38771e+06,2.53394e+06,2023-01-28 00:00:00
4.72,479600,7659.28,диетическое,2023,Ставропольский край,1.05184e+06,2.2086e+06,2023-01-21 00:00:00
5.0,572445,6526.08,диетическое,2023,Ставропольский край,891359,2.03382e+06,2023-01-14 00:00:00
4.68,570087,6096.19,диетическое,2023,Ставропольский край,1.0263e+06,2.10353e+06,2023-01-07 00:00:00
4.24,304992,14300.9,диетическое,2023,Астраханская область,75837.5,658169,2023-03-25 00:00:00
4.16,222710,18614.1,диетическое,2023,Астраханская область,66714.5,759158,2023-03-18 00:00:00
4.44,308560,17485,диетическое,2023,Астраханская область,78454.9,676307,2023-03-11 00:00:00
4.64,252080,16464.6,диетическое,2023,Астраханская область,75141.3,592282,2023-03-04 00:00:00
4.04,259932,16312.9,диетическое,2023,Астраханская область,62880.6,772849,2023-02-25 00:00:00
4.24,278393,16614.4,диетическое,2023,Астраханская область,81789.8,636926,2023-02-18 00:00:00
5.0,146007,17712.5,диетическое,2023,Астраханская область,87666.4,507333,2023-02-11 00:00:00
3.52,452243,15406,диетическое,2023,Астраханская область,78861.9,1.05104e+06,2023-02-04 00:00:00
5.36,152913,16678.4,диетическое,2023,Астраханская область,80881.1,486680,2023-01-28 00:00:00
4.68,271529,18147.8,диетическое,2023,Астраханская область,76804.8,608159,2023-01-21 00:00:00
4.24,252458,17693.5,диетическое,2023,Астраханская область,76227.5,747864,2023-01-14 00:00:00
4.88,220686,14535.4,диетическое,2023,Астраханская область,107128,567488,2023-01-07 00:00:00
4.96,120803,5307.11,диетическое,2023,Волгоградская область,91484.4,362959,2023-03-25 00:00:00
3.68,130874,4769.76,диетическое,2023,Волгоградская область,96399.5,552900,2023-03-18 00:00:00
4.8,132338,5654.47,диетическое,2023,Волгоградская область,106063,384596,2023-03-11 00:00:00
5.12,101227,5793.79,диетическое,2023,Волгоградская область,88012.9,330201,2023-03-04 00:00:00
5.12,120240,5425.62,диетическое,2023,Волгоградская область,91255.5,343584,2023-02-25 00:00:00
5.16,101748,5439.47,диетическое,2023,Волгоградская область,78221.4,302077,2023-02-18 00:00:00
4.4,91013.4,5010.88,диетическое,2023,Волгоградская область,106372,367904,2023-02-11 00:00:00
3.88,132891,5891.9,диетическое,2023,Волгоградская область,119689,525075,2023-02-04 00:00:00
5.36,105608,5131.66,диетическое,2023,Волгоградская область,93956.4,322349,2023-01-28 00:00:00
4.48,102791,4632.9,диетическое,2023,Волгоградская область,101930,407825,2023-01-21 00:00:00
5.16,138124,6178.1,диетическое,2023,Волгоградская область,88430.4,360772,2023-01-14 00:00:00
5.2,103827,5071.98,диетическое,2023,Волгоградская область,113445,317210,2023-01-07 00:00:00
4.4,88215.3,1928.8,диетическое,2023,Ростовская область,77628.9,316217,2023-03-25 00:00:00
3.92,97133,1515.48,диетическое,2023,Ростовская область,82914.3,365038,2023-03-18 00:00:00
4.0,94894.7,1776.1,диетическое,2023,Ростовская область,95991.4,345646,2023-03-11 00:00:00
4.56,83513.9,1792.21,диетическое,2023,Ростовская область,69170.1,289119,2023-03-04 00:00:00
4.52,85267.7,1914.32,диетическое,2023,Ростовская область,75032,277107,2023-02-25 00:00:00
4.72,78322.9,1685,диетическое,2023,Ростовская область,52315,237767,2023-02-18 00:00:00
4.04,95360.5,1648.41,диетическое,2023,Ростовская область,73304.8,292742,2023-02-11 00:00:00
3.44,128208,2217.45,диетическое,2023,Ростовская область,124230,469094,2023-02-04 00:00:00
4.84,104053,1743.34,диетическое,2023,Ростовская область,63753.7,267306,2023-01-28 00:00:00
4.48,112843,1772.99,диетическое,2023,Ростовская область,72502.5,322273,2023-01-21 00:00:00
4.76,126209,1844.45,диетическое,2023,Ростовская область,76364.5,311186,2023-01-14 00:00:00
4.12,94172.9,1657.28,диетическое,2023,Ростовская область,96040.4,300235,2023-01-07 00:00:00
3.96,39027.7,219.42,диетическое,2023,Республика Башкортостан,62126.6,218058,2023-03-25 00:00:00
3.88,43568.2,225.48,диетическое,2023,Республика Башкортостан,55659.9,209054,2023-03-18 00:00:00
3.72,43277.6,205.1,диетическое,2023,Республика Башкортостан,68597.8,228663,2023-03-11 00:00:00
4.28,37048.5,245.11,диетическое,2023,Республика Башкортостан,43252.3,178886,2023-03-04 00:00:00
4.24,37321.6,206.18,диетическое,2023,Республика Башкортостан,41912.4,174395,2023-02-25 00:00:00
4.24,34511.5,261,диетическое,2023,Республика Башкортостан,34945.3,155902,2023-02-18 00:00:00
3.4,44325.8,286.59,диетическое,2023,Республика Башкортостан,54069.8,207658,2023-02-11 00:00:00
3.28,55243.3,294.67,диетическое,2023,Республика Башкортостан,82020.4,287728,2023-02-04 00:00:00
4.56,49375.9,283.44,диетическое,2023,Республика Башкортостан,31259.7,159289,2023-01-28 00:00:00
4.44,52406.1,271.62,диетическое,2023,Республика Башкортостан,32866.7,176001,2023-01-21 00:00:00
4.36,58767.3,184.49,диетическое,2023,Республика Башкортостан,35632,189672,2023-01-14 00:00:00
3.72,48543.3,161.75,диетическое,2023,Республика Башкортостан,57981.5,203483,2023-01-07 00:00:00
4.52,361228,812.1,диетическое,2023,Республика Марий Эл,135652,570447,2023-03-25 00:00:00
4.56,270170,840.67,диетическое,2023,Республика Марий Эл,154152,517463,2023-03-18 00:00:00
4.72,271727,862.4,диетическое,2023,Республика Марий Эл,151095,546436,2023-03-11 00:00:00
4.72,241036,1031.75,диетическое,2023,Республика Марий Эл,181586,559944,2023-03-04 00:00:00
3.96,308882,1158.23,диетическое,2023,Республика Марий Эл,199926,589560,2023-02-25 00:00:00
4.76,330556,700.57,диетическое,2023,Республика Марий Эл,131656,530247,2023-02-18 00:00:00
4.28,282309,1180.54,диетическое,2023,Республика Марий Эл,193066,554598,2023-02-11 00:00:00
3.44,518775,1051.29,диетическое,2023,Республика Марий Эл,262795,862337,2023-02-04 00:00:00
5.28,233835,1129.27,диетическое,2023,Республика Марий Эл,158788,468915,2023-01-28 00:00:00
4.6,362264,1136.97,диетическое,2023,Республика Марий Эл,160917,591211,2023-01-21 00:00:00
5.24,299606,1249.15,диетическое,2023,Республика Марий Эл,144110,504269,2023-01-14 00:00:00
5.4,247999,1045.98,диетическое,2023,Республика Марий Эл,159863,465108,2023-01-07 00:00:00
4.4,156203,13940.1,диетическое,2023,Республика Мордовия,140384,488322,2023-03-25 00:00:00
3.68,256099,13404.8,диетическое,2023,Республика Мордовия,159347,643491,2023-03-18 00:00:00
4.56,124279,16483,диетическое,2023,Республика Мордовия,165801,512155,2023-03-11 00:00:00
4.96,122242,18028.8,диетическое,2023,Республика Мордовия,144401,459125,2023-03-04 00:00:00
4.28,163499,15737.3,диетическое,2023,Республика Мордовия,175664,538361,2023-02-25 00:00:00
